Date,Price,Open,High,Low,Vol.,Change %
08/06/2021,103200,101500,104100,99600,4940000,0.0382
08/05/2021,99400,95400,100300,92800,1710000,0.0343
08/04/2021,96100,97900,98200,91300,3150000,-0.0322
08/03/2021,99300,103600,105300,99300,1710000,-0.0293
08/02/2021,102300,102100,107800,99900,2830000,-0.043
08/01/2021,106900,106900,106900,106900,3150000,0
07/30/2021,106900,112500,114600,98300,811040,-0.0352
07/29/2021,110800,105000,110800,101300,611100,0.3001
07/28/2021,85225,90000,92600,81325,869750,-0.0799
07/27/2021,92625,98750,100350,88900,406640,-0.0146
07/26/2021,94000,83425,99950,81375,795110,-0.7091
07/25/2021,323100,323100,323100,323100,460470,3
07/23/2021,80775,72750,83750,72550,297610,0.1027
07/22/2021,73250,72750,76325,69875,179580,-0.0027
07/21/2021,73450,74000,75900,70750,258290,0.0255
07/20/2021,71625,75925,80500,69125,177560,-0.0945
07/19/2021,79100,62000,79100,61900,212150,-0.675
07/18/2021,243400,243400,243400,243400,237260,3
07/16/2021,60850,56150,64075,54175,189750,0.217
07/15/2021,50000,51600,52150,48925,664560,-0.0104
07/14/2021,50525,47875,51925,47500,299470,0.0665
07/13/2021,47375,45375,47500,45325,156450,0.051
07/12/2021,45075,40600,46500,40300,212080,0.1255
07/09/2021,40050,39125,40050,38500,240470,0.0152
07/08/2021,39450,40100,41250,39050,271780,0.0207
07/07/2021,38650,39825,40200,38400,234220,-0.0184
07/06/2021,39375,40250,40475,39300,201410,-0.0193
07/05/2021,40150,40225,40825,39875,176970,-0.0019
07/02/2021,40225,39700,40725,39425,570470,0.0203
07/01/2021,39425,39475,39800,39100,188390,-0.0013
06/30/2021,39475,39425,39800,38875,125160,0.0064
06/29/2021,39225,38450,39775,37825,140470,0.0202
06/28/2021,38450,37850,38750,37650,161780,0.0212
06/25/2021,37650,37600,38850,37375,222390,0.0358
06/24/2021,36350,35950,36850,35625,327810,0.0327
06/23/2021,35200,35575,35725,35200,520610,-0.0085
06/22/2021,35500,35525,35700,35100,559260,0.0085
06/21/2021,35200,35200,35525,34775,240470,0
06/18/2021,35200,35325,35450,34725,271780,0.0072
06/17/2021,34950,35600,35875,34850,234220,-0.0231
06/16/2021,35775,36550,36550,35625,201410,-0.0199
06/15/2021,36500,36650,36700,35850,176970,-0.0041
06/14/2021,36650,36050,36875,35325,570470,0.0494
06/11/2021,34925,37000,37000,33325,188390,-0.0593
06/10/2021,37125,38025,38375,37000,125160,-0.0326
06/09/2021,38375,38725,38925,38125,140470,-0.002
06/08/2021,38450,38200,38725,37125,161780,-0.0039
06/07/2021,38600,38800,39625,38125,222390,-0.0039
06/04/2021,38750,37625,38950,37625,327810,0.0299
06/03/2021,37625,36050,38125,36025,520610,0.0308
06/02/2021,36500,37250,37500,35300,559260,-0.0182
06/01/2021,37175,37975,38225,36550,559260,-0.0313
05/31/2021,38375,44175,44425,37675,3150000,-0.0507
