Date,Price,Open,High,Low,Vol.,Change %
06/02/2023,255000,249500,257000,248000,739.74,0.022
06/01/2023,249500,249500,252000,244500,660.83,0.002
05/31/2023,249000,239500,250000,239500,0.65,0.0418
05/30/2023,239000,240500,240500,230500,0.73,0.0042
05/29/2023,238000,238000,238000,238000,,0
05/26/2023,238000,245500,246500,235000,648.83,-0.0226
05/25/2023,243500,242500,249500,240500,561.31,-0.0102
05/24/2023,246000,248500,250500,243500,890.39,0.0103
05/23/2023,243500,239500,246500,236500,896.62,0.0296
05/22/2023,236500,225500,236500,221000,754.64,0.0442
05/21/2023,226500,226500,226500,226500,,0
05/19/2023,226500,232000,232500,223000,655.57,-0.0216
05/18/2023,231500,235500,236500,229500,0.41,-0.0022
05/17/2023,232000,225000,233000,223000,681.33,0.0131
05/16/2023,229000,225000,231500,221500,1.13,0.0246
05/15/2023,223500,226000,227000,212500,1.73,-0.0176
05/14/2023,227500,227500,227500,227500,,0
05/12/2023,227500,218500,233000,217500,1.55,0.0248
05/11/2023,222000,235000,238500,218000,1.83,-0.041
05/10/2023,231500,238000,241000,229000,1.09,-0.0232
05/09/2023,237000,239000,243500,227500,1.97,-0.0207
05/08/2023,242000,252500,252500,242000,0.18,-0.032
05/07/2023,250000,250000,250000,250000,,0
05/04/2023,250000,246000,254000,244000,1.1,0.002
05/03/2023,249500,262000,262000,248500,0.49,-0.0655
05/02/2023,267000,268500,276500,259500,1.5,0
05/01/2023,267000,267000,267000,267000,,0
04/28/2023,267000,281000,282500,261000,2.63,-0.0093
04/27/2023,269500,241500,271000,238500,2.91,0.1113
04/26/2023,242500,252500,255500,242500,2.09,-0.0434
04/25/2023,253500,273500,274000,248500,2.73,-0.0646
04/24/2023,271000,264000,280000,264000,1.67,-0.0055
04/23/2023,272500,272500,272500,272500,,0
04/21/2023,272500,294000,297500,272500,2.06,-0.0731
04/20/2023,294000,289000,300500,289000,0.43,0
04/19/2023,294000,294000,304500,290000,1.76,-0.0068
04/18/2023,296000,297000,300000,286500,2.39,0.0068
04/17/2023,294000,279000,294500,276000,0.26,0.0595
04/16/2023,277500,277500,277500,277500,,0
04/14/2023,277500,276500,282000,266000,2.27,0.0335
04/13/2023,268500,264500,278000,251500,0.24,-0.0272
04/12/2023,276000,290000,304000,276000,4.36,-0.0628
04/11/2023,294500,302000,308500,282000,4.61,0.0068
04/10/2023,292500,258500,314500,258500,1.04,0.1359
04/09/2023,257500,257500,257500,257500,,0
04/07/2023,257500,251500,261500,245000,3.42,0.0404
04/06/2023,247500,233000,247500,230000,2.21,0.0532
04/05/2023,235000,224000,237000,221000,2.66,0.0468
04/04/2023,224500,231000,237500,222000,1.33,-0.0323
04/03/2023,232000,231000,236500,222000,2.58,0.0334
04/02/2023,224500,224500,224500,224500,,0
03/31/2023,224500,218500,225000,216000,1.77,-0.0088
03/30/2023,226500,235500,238500,224000,0.74,-0.0279
03/29/2023,233000,223000,235500,221000,0.11,0.0402
03/28/2023,224000,228000,228000,214000,1.8,-0.0088
03/27/2023,226000,233000,238000,224500,1.74,-0.03
03/26/2023,233000,233000,233000,233000,,0
03/24/2023,233000,245000,245500,225000,4.09,-0.0085
03/23/2023,235000,212500,262500,210000,9.13,0.1007
03/22/2023,213500,209000,215000,204500,3.96,0.044
03/21/2023,204500,203500,208000,197400,0.29,0.0025
03/20/2023,204000,184600,204500,181400,3.42,0.02
03/19/2023,200000,200000,200000,200000,,0
03/17/2023,200000,217000,218000,199200,3.34,-0.0741
03/16/2023,216000,223000,228000,211000,12.51,0.0093
03/15/2023,214000,204500,214000,201500,0.65,0.0891
03/14/2023,196500,210000,211500,193300,3.44,-0.032
03/13/2023,203000,191200,205000,191200,7.75,0.0486
03/12/2023,193600,193600,193600,193600,,0
03/10/2023,193600,196100,203000,193100,2.42,-0.0556
03/09/2023,205000,215000,215000,197600,0.46,-0.0191
03/08/2023,209000,199400,215500,199400,3.64,0.017
03/07/2023,205500,208000,216500,201500,4.33,-0.053
03/06/2023,217000,199800,217000,192500,7.97,0.1917
03/05/2023,182100,182100,182100,182100,,0
03/03/2023,182100,161600,182600,161400,5.03,0.1403
03/02/2023,159700,166600,171200,159300,0.4,-0.0397
03/01/2023,166300,166300,166300,166300,,0
02/28/2023,166300,168200,169300,163000,2.63,-0.003
02/27/2023,166800,158000,169500,156700,3.71,0.0471
02/26/2023,159300,159300,159300,159300,,0
02/24/2023,159300,155200,161100,155200,2.28,0.0264
02/23/2023,155200,163100,163600,151000,3.05,-0.033
02/22/2023,160500,159100,167600,153500,1.31,-0.0019
02/21/2023,160800,147300,161700,144900,4.56,0.0916
02/20/2023,147300,147100,149300,142600,2.05,0.0034
02/19/2023,146800,146800,146800,146800,,0
02/17/2023,146800,144000,149100,140500,2.54,-0.0047
02/16/2023,147500,144500,148900,141200,1.71,0.0454
02/15/2023,141100,142500,149000,139500,3.47,0.0043
02/14/2023,140500,141900,141900,134600,0.14,0.0108
02/13/2023,139000,132600,142500,130400,3.43,0.0475
02/12/2023,132700,132700,132700,132700,,0
02/10/2023,132700,135400,139700,128700,2.86,0.0153
02/09/2023,130700,121600,131400,120700,3.85,0.0713
02/08/2023,122000,123600,124600,119700,1.56,0.0016
02/07/2023,121800,119500,126300,118800,2.34,0.0261
02/06/2023,118700,113600,120400,113100,2.35,0.0403
02/05/2023,114100,114100,114100,114100,,0
02/03/2023,114100,113600,116200,112000,1.51,0.0009
02/02/2023,114000,110400,114400,110400,1.87,0.044
02/01/2023,109200,100900,109500,100900,0.02,0.0942
01/31/2023,99800,100500,101300,99000,0.05,-0.0348
01/30/2023,103400,105000,106200,102400,588.38,-0.0086
01/29/2023,104300,104300,104300,104300,,0
01/27/2023,104300,107200,107300,103900,741.31,-0.0104
01/26/2023,105400,102700,105500,101400,1.15,0.0364
01/25/2023,101700,100600,101800,100400,563.13,0.0231
01/20/2023,99400,97500,99500,97100,377.87,0.0195
01/19/2023,97500,98800,98900,97000,0.15,-0.0142
01/18/2023,98900,99700,100400,98200,0.01,-0.005
01/17/2023,99400,100100,101000,98800,421.49,-0.009
01/16/2023,100300,100100,100900,99900,0.02,0.005
01/15/2023,99800,99800,99800,99800,,0
01/13/2023,99800,100900,100900,99500,356.8,-0.004
01/12/2023,100200,101000,101000,99100,0.04,0.003
01/11/2023,99900,97800,99900,97300,481.33,0.0352
01/10/2023,96500,98500,99700,96500,0.01,-0.0103
01/09/2023,97500,95900,97500,95100,0,0.0296
01/08/2023,94700,94700,94700,94700,,0
01/06/2023,94700,92000,94700,91100,443.85,0.0216
01/05/2023,92700,95100,95900,92500,0,-0.017
01/04/2023,94300,91000,94400,90100,458,0.0118
01/03/2023,93200,93400,94300,91600,464.45,-0.0021
01/02/2023,93400,92100,96100,92100,0.31,0.0141
12/29/2022,92100,92000,93300,90900,534.41,-0.0011
12/28/2022,92200,97100,97100,91500,0.88,-0.0582
12/27/2022,97900,97800,99100,97200,0.11,0.0062
12/26/2022,97300,96600,98000,96000,0,0.0031
12/25/2022,97000,97000,97000,97000,,0
12/23/2022,97000,98900,99700,96400,790.57,-0.0415
12/22/2022,101200,100700,101800,99900,385.73,0.014
12/21/2022,99800,100200,101300,99300,385.89,0.001
12/20/2022,99700,100200,101500,99300,415.65,-0.005
12/19/2022,100200,100100,101800,99500,371.98,-0.0079
12/18/2022,101000,101000,101000,101000,,0
12/16/2022,101000,100100,102100,99800,443.52,-0.0098
12/15/2022,102000,103000,105500,101700,465.94,-0.0239
12/14/2022,104500,102200,104900,101500,0.04,0.0215
12/13/2022,102300,100900,102300,100100,1.02,0.0089
12/12/2022,101400,99500,101600,99100,1.67,0.004
12/11/2022,101000,101000,101000,101000,,0
12/09/2022,101000,104500,105000,99100,1.49,-0.0242
12/08/2022,103500,104700,105400,103400,0,-0.0143
12/07/2022,105000,103300,105900,103100,0.01,0.0057
12/06/2022,104400,105100,105800,103700,0.14,-0.0216
12/05/2022,106700,110000,110900,106000,867.43,-0.0291
12/04/2022,109900,109900,109900,109900,,0
12/02/2022,109900,115300,115400,109500,1.42,-0.0452
12/01/2022,115100,116100,117000,114600,1.06,0.0114
11/30/2022,113800,109700,113800,107500,1.07,0.0299
11/29/2022,110500,108500,110900,108400,0.36,0.0091
11/28/2022,109500,113300,113300,108900,783.11,-0.0344
11/27/2022,113400,113400,113400,113400,,0
11/25/2022,113400,109500,114900,108500,1.5,0.0423
11/24/2022,108800,107200,108800,106700,626.29,0.0332
11/23/2022,105300,103600,105400,103100,583.67,0.0273
11/22/2022,102500,105100,106100,102300,726.02,-0.0275
11/21/2022,105400,109300,109300,104800,1.1,-0.0357
11/20/2022,109300,109300,109300,109300,,0
11/18/2022,109300,110800,111600,109000,615.83,-0.0135
11/17/2022,110800,112500,112500,109700,572.34,-0.0151
11/16/2022,112500,116800,116800,111100,1.37,-0.0352
11/15/2022,116600,117300,118600,115100,0.4,0.0078
11/14/2022,115700,112000,117000,112000,0.49,0.0461
11/13/2022,110600,110600,110600,110600,,0
11/11/2022,110600,111700,112900,109000,1.74,0.0346
11/10/2022,106900,107300,109600,106800,0,-0.0202
11/09/2022,109100,109400,109800,107500,728.34,0.0028
11/08/2022,108800,108900,109500,104600,962.42,0.0009
11/07/2022,108700,110200,110200,107300,3.03,-0.0118
11/06/2022,110000,110000,110000,110000,,0
11/04/2022,110000,111000,112700,108700,802.79,-0.0143
11/03/2022,111600,106700,111900,106700,0.37,0.0173
11/02/2022,109700,115200,115900,108200,0.35,-0.0502
11/01/2022,115500,116400,117900,114500,923.7,0.0035
10/31/2022,115100,116700,117000,113200,955.03,0.0061
10/30/2022,114400,114400,114400,114400,,0
10/28/2022,114400,109900,115300,108900,1.83,0.0316
10/27/2022,110900,104600,110900,103500,2.16,0.0736
10/26/2022,103300,104400,105300,103300,0,-0.0019
10/25/2022,103500,107300,108900,102300,1.19,-0.0327
10/24/2022,107000,108000,108100,105900,0.39,0.0056
10/23/2022,106400,106400,106400,106400,,0
10/21/2022,106400,103700,109200,103100,2.18,0.0431
10/20/2022,102000,105200,105200,100800,1.37,-0.0395
10/19/2022,106200,105100,109300,105100,0.25,0.0134
10/18/2022,104800,110600,112100,102500,1.4,-0.0394
10/17/2022,109100,103800,109200,103600,1.27,0.041
10/16/2022,104800,104800,104800,104800,,0
10/14/2022,104800,106300,106900,104200,956.96,0.001
10/13/2022,104700,99800,104800,99800,0.02,0.0523
10/12/2022,99500,99600,101200,98400,858.47,0.0112
10/11/2022,98400,95000,99100,95000,814.63,0.0144
10/10/2022,97000,97000,97000,97000,,0
10/07/2022,97000,95100,99100,94100,720.84,0.0031
10/06/2022,96700,92600,96800,92500,0.19,0.058
10/05/2022,91400,95500,95600,91300,709.84,-0.0108
10/04/2022,92400,89600,92600,88700,767.42,0.0488
10/03/2022,88100,88100,88100,88100,,0
09/30/2022,88100,89000,91600,86900,985.64,-0.0297
09/29/2022,90800,95200,95400,90800,840.17,-0.0141
09/28/2022,92100,94500,97600,91900,1.04,-0.0315
09/27/2022,95100,92300,95600,90100,1.13,0.0303
09/26/2022,92300,98000,99700,92300,1.56,-0.087
09/25/2022,101100,101100,101100,101100,,0
09/23/2022,101100,107900,107900,100100,1.59,-0.063
09/22/2022,107900,102900,108400,102900,3.81,0.0375
09/21/2022,104000,101500,105000,101100,0.04,0.0196
09/20/2022,102000,101600,105000,101200,961.43,0.02
09/19/2022,100000,99800,102300,99500,1.02,0.003
09/18/2022,99700,99700,99700,99700,,0
09/16/2022,99700,102200,103500,99500,1.48,-0.0376
09/15/2022,103600,106900,107300,103300,0.11,-0.0318
09/14/2022,107000,104900,109000,102700,1.24,-0.0129
09/13/2022,108400,110400,111300,107200,1.03,0.0037
09/12/2022,108000,108000,108000,108000,,0
09/08/2022,108000,106500,108500,105200,912.9,0.0355
09/07/2022,104300,103600,106200,101300,0.01,0.0048
09/06/2022,103800,103100,106100,102900,2.09,0.0087
09/05/2022,102900,104000,105600,102500,0.12,-0.0302
09/04/2022,106100,106100,106100,106100,,0
09/02/2022,106100,107400,108400,106000,445.86,-0.0047
09/01/2022,106600,110200,110500,106600,0.2,-0.0499
08/31/2022,112200,111000,112200,108900,0.09,0.0009
08/30/2022,112100,111800,114100,111800,0.03,0.0018
08/29/2022,111900,109500,113600,109500,0.39,-0.0201
08/28/2022,114200,114200,114200,114200,,0
08/26/2022,114200,117300,117800,113800,534.35,-0.0189
08/25/2022,116400,115500,116900,113700,565.81,0.0095
08/24/2022,115300,114400,116400,111600,889,0.0341
08/23/2022,111500,112400,112500,110600,0.12,-0.0133
08/22/2022,113000,112000,115500,112000,0.01,-0.0088
08/21/2022,114000,114000,114000,114000,,0
08/19/2022,114000,118200,118500,113500,978.77,-0.0314
08/18/2022,117700,118100,119700,117400,0.39,-0.0126
08/17/2022,119200,117800,119500,117100,0.41,0.0093
08/16/2022,118100,119500,119600,117600,0.25,-0.0034
08/15/2022,118500,118500,118500,118500,,0
