Date,Price,Open,High,Low,Vol.,Change %
05/05/2022,520100,520100,520100,520100,410680,3.0586
05/04/2022,128147,128615,131104,126743,486170,0.0178
05/03/2022,125905,122234,126250,122209,708040,0.0429
05/02/2022,120731,116493,121051,116025,696450,-0.7466
05/01/2022,476400,476400,476400,476400,643590,3.0586
04/29/2022,117380,111861,118218,110259,661080,0.0551
04/28/2022,111245,111738,112600,109495,680960,0.0038
04/27/2022,110826,106194,111048,105331,629520,-0.002
04/26/2022,111048,112353,115064,110678,679860,-0.0099
04/25/2022,112156,115310,116715,112132,578340,-0.7632
04/24/2022,473700,473700,473700,473700,725650,3.0586
04/22/2022,116715,116222,117725,115310,441590,-0.0017
04/21/2022,116912,117971,119967,116813,403880,-0.0013
04/20/2022,117060,119006,119499,116665,434600,-0.0102
04/19/2022,118267,116739,118981,116296,463310,0.0278
04/18/2022,115064,113930,115729,112353,775570,-0.749
04/17/2022,458500,458500,458500,458500,803210,3.0586
04/15/2022,112969,111294,113758,109471,805680,-0.0007
04/14/2022,113043,115902,116419,112846,761250,-0.0121
04/13/2022,114423,110727,115433,110506,685830,0.0474
04/12/2022,109249,109964,111343,107746,679110,-0.0298
04/11/2022,112600,116246,118045,112600,718480,-0.7597
04/10/2022,468500,468500,468500,468500,776470,3.0586
04/08/2022,115433,106021,121248,105997,745800,0.0893
04/07/2022,105972,109323,110924,103336,952870,0.0149
04/06/2022,104420,99812,104420,99295,788270,0.0215
04/05/2022,102227,97299,102227,96806,948450,0.0674
04/04/2022,95772,96067,96634,94613,951570,-0.7546
04/03/2022,390300,390300,390300,390300,638700,3.0586
04/01/2022,96166,97324,98063,96116,921410,-0.0186
03/31/2022,97989,94860,98556,94392,814390,0.0237
03/30/2022,95722,95895,97053,95106,944980,0.013
03/29/2022,94490,95574,96363,94145,774760,0.024
03/28/2022,92273,94835,94860,91731,582200,-0.7604
03/27/2022,385100,385100,385100,385100,621380,3.0586
03/25/2022,94885,95229,96387,94490,660790,0.0068
03/24/2022,94244,95131,95131,92273,926290,-0.0222
03/23/2022,96387,92248,97201,91657,760280,0.0795
03/22/2022,89291,89760,89883,87813,879810,-0.0008
03/21/2022,89365,91213,92297,89341,762960,0.0005
03/18/2022,89316,89168,90154,88257,707820,0.0117
03/17/2022,88281,88404,90277,86236,659880,0.0557
03/16/2022,83625,82738,84856,82097,962340,0.0395
03/15/2022,80446,77416,80964,77416,640460,0.0127
03/14/2022,79436,82442,82516,77465,968900,-0.7677
03/13/2022,341900,341900,341900,341900,590150,3.0586
03/11/2022,84240,88552,88626,83772,908900,-0.0484
03/10/2022,88528,88380,91164,87049,713160,-0.7458
03/09/2022,348300,348300,348300,348300,628450,3.0586
03/08/2022,85817,91263,91681,85817,657480,-0.0868
03/07/2022,93973,92396,95525,92396,589890,-0.7571
03/06/2022,386800,386800,386800,386800,433780,3.0586
03/04/2022,95303,96092,97743,95082,842340,-0.0145
03/03/2022,96708,99418,99615,96338,713960,-0.0025
03/02/2022,96954,91681,98482,91608,811140,-0.7416
03/01/2022,375200,375200,375200,375200,549350,3.0586
02/28/2022,92445,87468,93628,87271,555140,-0.7432
02/27/2022,360000,360000,360000,360000,484990,3.0586
02/25/2022,88700,82984,88700,82245,540220,0.1057
02/24/2022,80224,84093,84265,80224,475770,-0.0576
02/23/2022,85127,85941,87468,84093,522000,-0.0066
02/22/2022,85694,83033,86310,82935,573720,0.0122
02/21/2022,84659,83723,85127,81998,805770,-0.7566
02/20/2022,347800,347800,347800,347800,958510,3.0586
02/18/2022,85694,84955,86877,84043,902840,-0.0074
02/17/2022,86335,85152,89513,83526,589800,0.0228
02/16/2022,84413,84512,85768,82910,597750,0.035
02/15/2022,81555,81949,84462,79756,669550,0.0018
02/14/2022,81407,80471,83649,78894,622610,-0.0078
