Date,Price,Open,High,Low,Vol.,Change %
03/24/2022,54300,54600,54700,53700,77.07,-0.0181
03/23/2022,55300,55600,56400,54500,106.85,0.011
03/22/2022,54700,54600,55200,53200,87.37,0.0018
03/21/2022,54600,53500,55300,52700,141.55,0.0361
03/20/2022,52700,52700,52700,52700,,0
03/18/2022,52700,53200,55400,52500,125.56,0.0038
03/17/2022,52500,53100,53600,52100,0.17,0.0254
03/16/2022,51200,50900,51800,50300,70.22,0.0302
03/15/2022,49700,50000,50500,49000,0.02,-0.01
03/14/2022,50200,53000,53000,50000,0.25,-0.0634
03/11/2022,53600,53900,54800,52700,79.26,-0.0074
03/10/2022,54000,53700,57600,53100,153.25,0.0305
03/08/2022,52400,52700,54100,52000,127.79,-0.042
03/07/2022,54700,55600,55800,53800,0,-0.0353
03/06/2022,56700,56700,56700,56700,,0
03/04/2022,56700,58200,58200,56200,172.59,-0.0291
03/03/2022,58400,59200,59700,56600,0,0.0017
03/02/2022,58300,51500,59800,51500,604.31,0.1169
03/01/2022,52200,52200,52200,52200,,0
02/28/2022,52200,52100,53200,51200,155.66,0.0058
02/27/2022,51900,51900,51900,51900,,0
02/25/2022,51900,49000,52900,49000,237.3,0.0903
02/24/2022,47600,49850,50100,47600,140.75,-0.0518
02/23/2022,50200,50300,51000,50000,0.03,0.002
02/22/2022,50100,50300,51700,50000,0.02,-0.0291
02/21/2022,51600,51600,52300,51000,85.24,-0.0171
02/18/2022,52500,49800,52800,49550,141.17,0.0274
02/17/2022,51100,50700,53300,49700,264.79,0.0119
02/16/2022,50500,49800,50700,49150,0.04,0.0412
02/15/2022,48500,47550,49600,46850,162.37,0.0275
02/14/2022,47200,49000,49100,47100,0.01,-0.0436
02/11/2022,49350,48300,51700,48250,194.29,-0.001
02/10/2022,49400,52200,52200,49050,0.02,-0.037
02/09/2022,51300,49050,52500,48700,232.75,0.0577
02/08/2022,48500,48750,50800,48000,172.08,-0.0202
02/07/2022,49500,49250,49700,46500,0.22,-0.007
02/06/2022,49850,49850,49850,49850,,0
02/04/2022,49850,49950,51000,49150,161.66,-0.0089
02/03/2022,50300,49800,50900,48150,0.34,0.0414
02/02/2022,48300,48300,48300,48300,,0
01/28/2022,48300,49800,50500,43050,880.78,-0.033
01/27/2022,49950,47800,52000,46500,0.2,0.1893
01/26/2022,42000,58000,61800,42000,0.34,-0.2759
01/25/2022,58000,58200,59600,57100,180.5,-0.0068
01/24/2022,58400,61900,62800,58300,276.12,-0.0861
01/21/2022,63900,64600,65000,63000,77.56,-0.0169
01/20/2022,65000,62800,65100,62800,0.02,0.0252
01/19/2022,63400,63800,65000,63000,0.01,-0.0171
01/18/2022,64500,66300,66800,64300,0.02,-0.0242
01/17/2022,66100,66000,67400,65500,0,0.0046
01/14/2022,65800,67500,67600,65600,180,-0.0408
01/13/2022,68600,70500,71000,68500,0,-0.0324
01/12/2022,70900,68100,71700,68100,166.39,0.0488
01/11/2022,67600,68500,70500,67500,0.15,-0.0146
01/10/2022,68600,71900,71900,68500,0.05,-0.0485
01/09/2022,72100,72100,72100,72100,,0
01/07/2022,72100,70700,72600,70100,104.12,0.0169
01/06/2022,70900,70500,72700,70500,0.16,-0.0207
01/05/2022,72400,74500,74500,72100,0.01,-0.0269
01/04/2022,74400,77400,77400,74000,130.89,-0.0287
01/03/2022,76600,77200,78300,76600,0,-0.0078
12/30/2021,77200,76200,77600,74600,115.14,0.0171
12/29/2021,75900,76700,78900,75200,145.9,-0.0104
12/28/2021,76700,75600,79400,75600,0.05,0.0227
12/27/2021,75000,76000,76200,74600,0,-0.0053
12/26/2021,75400,75400,75400,75400,,0
12/24/2021,75400,74900,76600,73200,118.09,0.0121
12/23/2021,74500,75100,76300,74200,0.05,-0.004
12/22/2021,74800,75100,76300,74600,95.46,0.0067
12/21/2021,74300,76500,77000,73100,163.34,-0.0288
12/20/2021,76500,74500,77300,72400,203.46,0.0026
12/19/2021,76300,76300,76300,76300,,0
12/17/2021,76300,79100,79100,76300,156.71,-0.0354
12/16/2021,79100,79200,80700,79100,0.02,-0.0013
12/15/2021,79200,77300,80600,77000,128.51,0.0089
12/14/2021,78500,78000,79600,77000,0.01,0.0026
12/13/2021,78300,80700,81300,78300,0.08,-0.0273
12/12/2021,80500,80500,80500,80500,,0
12/10/2021,80500,81200,81600,80100,235.89,-0.0301
12/09/2021,83000,81000,84400,80400,0.02,0.0247
12/08/2021,81000,81300,83100,81000,173.63,-0.0037
12/07/2021,81300,82800,84000,80100,186.12,-0.0145
12/06/2021,82500,84000,84500,82300,0,-0.0328
12/05/2021,85300,85300,85300,85300,,0
12/03/2021,85300,85000,86300,83700,117.09,0.0059
12/02/2021,84800,82100,85900,81700,126.39,0.0012
12/01/2021,84700,82300,85700,79700,0.04,0.0279
11/30/2021,82400,88900,90100,82300,0.61,-0.0604
11/29/2021,87700,87900,90300,86100,276.78,-0.0478
11/26/2021,92100,95900,97000,91700,215.91,-0.0356
11/25/2021,95500,91300,97500,90900,450.28,0.0588
11/24/2021,90200,91000,91800,90000,0,-0.0055
11/23/2021,90700,90300,94000,89500,0.15,0.0033
11/22/2021,90400,91400,91400,87100,0.05,-0.012
11/21/2021,91500,91500,91500,91500,,0
11/19/2021,91500,92300,94200,91500,204.66,-0.0193
11/18/2021,93300,91400,94800,91400,189.13,0
11/17/2021,93300,95100,95900,93000,230.82,-0.023
11/16/2021,95500,98500,98500,95500,0.12,-0.0295
11/15/2021,98400,96800,98900,94400,0.06,0.0176
11/14/2021,96700,96700,96700,96700,,0
11/12/2021,96700,97100,99200,93900,259.57,-0.0041
11/11/2021,97100,89800,99700,88700,655.13,0.0577
11/10/2021,91800,99600,99600,91400,0.21,-0.0811
11/09/2021,99900,101700,102700,98600,0.42,-0.0348
11/08/2021,103500,108200,108200,101200,0.35,-0.0478
11/07/2021,108700,108700,108700,108700,,0
11/05/2021,108700,114900,114900,106000,533.24,-0.0381
11/04/2021,113000,114600,115600,112100,0.51,0.0089
11/03/2021,112000,107500,114800,106600,0,0.0487
11/02/2021,106800,105800,108100,104500,0.12,0.0181
11/01/2021,104900,110100,110400,103500,0.27,-0.0429
10/31/2021,109600,109600,109600,109600,,0
10/29/2021,109600,107000,111000,104700,517.29,0.032
10/28/2021,106200,107900,108600,106100,0,-0.0203
10/27/2021,108400,108100,109000,106600,0.26,0.0037
